,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,FORK0R,BB diameter,ttd,dtd,csd,ssd,Chain stay position on BB,SSTopZOFFSET,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube,Wheel diameter front,RDBSD,Wheel diameter rear,FDBSD,Display AEROBARS,BB length,Head tube diameter,Wheel cut,Seat tube diameter,bottle SEATTUBE0 show,bottle DOWNTUBE0 show,Front Fender include,Rear Fender include,BELTorCHAIN,Number of cogs,Number of chainrings,Display RACK,FIRST color R_RGB,FIRST color G_RGB,FIRST color B_RGB,SPOKES composite front,SPOKES composite rear,SBLADEW front,SBLADEW rear,Saddle length,Saddle height,Down tube diameter,Seatpost LENGTH,MATERIAL OHCLASS: ALUMINIUM,MATERIAL OHCLASS: BAMBOO,MATERIAL OHCLASS: CARBON,MATERIAL OHCLASS: OTHER,MATERIAL OHCLASS: STEEL,MATERIAL OHCLASS: TITANIUM,Head tube type OHCLASS: 0,Head tube type OHCLASS: 1,Head tube type OHCLASS: 2,Head tube type OHCLASS: 3,RIM_STYLE front OHCLASS: DISC,RIM_STYLE front OHCLASS: SPOKED,RIM_STYLE front OHCLASS: TRISPOKE,RIM_STYLE rear OHCLASS: DISC,RIM_STYLE rear OHCLASS: SPOKED,RIM_STYLE rear OHCLASS: TRISPOKE,Handlebar style OHCLASS: 0,Handlebar style OHCLASS: 1,Handlebar style OHCLASS: 2,Stem kind OHCLASS: 0,Stem kind OHCLASS: 1,Stem kind OHCLASS: 2,Fork type OHCLASS: 0,Fork type OHCLASS: 1,Fork type OHCLASS: 2,Seat tube type OHCLASS: 0,Seat tube type OHCLASS: 1,Seat tube type OHCLASS: 2
131,410.0,69.0,628.86566,72.5,213.0,200.0,605.0,73.5,658.83734,35.0,40.0,28.6,50.0,23.35,13.0,15.0,9.0,27.1,32.6,49.6,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.5936810483736796,0.987180625083008,1.7643715685555958,1.172174620021798,4.682933804179498,0.8529111800241042,1.6406206378380968,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,238.0,238.0,238.0,1.0,1.0,80.0,80.0,270.0,815.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2602,410.0,73.0,583.609,72.5,147.0,45.0,674.1,72.5,643.21075,45.0,39.0,28.6,34.1,23.35,13.0,15.0,9.0,33.2,44.1,42.5,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.9840607594848974,0.6200780764820224,0.34883536375179824,0.3281626559226098,0.2850804133416047,0.5459026536073306,0.28172435038557325,674.0,52.0,674.0,52.0,0.0,68.0,31.7,692.0,28.6,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,298.0,746.0,31.7,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2136,375.0,45.0,565.0939,73.0,143.1,50.0,570.0,73.0,603.52484,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,30.7,16.3,40.6,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.9585584610969335,0.7361895622109326,4.34008885160543,1.0861622153959587,0.7042299941147641,0.5558077324538042,0.40136732741203834,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,51.0,102.0,1.0,1.0,80.0,80.0,298.0,718.0,34.9,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1649,444.5,70.1,648.1571,71.5,163.2,45.0,490.1,72.5,713.7407,45.0,40.0,31.1,38.5,23.35,13.0,15.0,9.0,34.2,52.9,47.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,1.9705572945079128,1.5747615133506394,1.5330360744131812,1.0902811673473833,1.5187092884129694,0.5869372074296465,1.4046361331946486,736.0,114.0,736.0,114.0,0.0,68.0,44.0,692.0,34.8,0.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,768.0,34.9,300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2000,402.0,60.0,587.223,74.0,150.0,45.0,620.0,75.0,636.5823,40.0,40.0,28.5,36.5,23.35,13.0,15.0,7.0,33.2,35.0,44.4,330.0,350.0,16.0,18.0,0.0,0.0,120.0,5.087202387751688,3.255859432259081,1.4065319616743708,6.106095592199872,2.322002633946538,3.7611622773243054,3.248397533139066,674.0,52.0,674.0,52.0,0.0,68.0,37.0,692.0,31.6,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,102.0,153.0,255.0,1.0,1.0,80.0,80.0,270.0,777.0,40.0,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4723,406.0,73.0,598.1623,73.0,149.9,12.0,583.5,73.5,651.52655,45.0,40.0,30.15,36.5,17.25,11.75,15.0,9.0,25.0,12.0,38.0,330.0,300.0,14.0,18.0,1.0,0.0,130.0,2.8985610241797546,0.8483228489224028,0.45604477366990337,0.7169261634860642,2.57159415145615,2.8840888822687174,0.9220115306773726,670.0,48.0,670.0,48.0,0.0,68.0,31.7,692.0,28.6,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,80.0,283.0,743.0,31.7,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4526,490.0,78.0,633.6636,71.0,151.3,50.0,596.1,72.0,676.0596,65.0,40.0,28.6,36.5,21.35,15.0,15.0,9.0,50.4,45.5,38.3,330.0,350.0,10.0,18.0,0.0,0.0,142.0,39.42539533138878,2.4651577889197185,9.800869680025727,2.5224798853750987,4.774632918773376,9.503191452731803,9.555971797827901,736.0,114.0,736.0,114.0,0.0,73.0,38.0,692.0,28.0,0.0,0.0,1.0,1.0,1.0,9.0,1.0,0.0,10.0,163.0,170.0,1.0,1.0,80.0,80.0,278.0,782.0,31.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4169,450.0,70.0,645.7555,71.5,174.8,55.0,530.0,73.0,666.79443,50.0,40.0,28.6,36.225,21.0,15.0,15.0,9.0,50.0,60.0,47.2,330.0,350.0,16.0,18.0,1.0,1.0,130.0,1.542862146715583,1.3780002752703762,3.7430515919150382,2.0478119034917484,3.1632315888029154,1.1529241492565074,2.159609623277536,698.0,76.0,698.0,76.0,0.0,68.0,38.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,9.0,1.0,1.0,255.0,255.0,0.0,1.0,1.0,80.0,80.0,273.0,770.0,34.9,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1408,387.0,50.0,544.9194,75.0,135.0,55.0,592.5,76.0,632.3834,35.0,40.0,30.2,36.5,30.0,16.5,15.0,9.0,41.6,42.5,49.5,330.0,300.0,16.0,18.0,0.0,0.0,120.0,9.29823120804345,1.994810808621529,6.218585530385925,1.8015341352812058,0.37383408361367976,6.533754162473532,0.675430292041056,674.0,52.0,674.0,52.0,0.0,68.0,44.0,692.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,51.0,153.0,0.0,1.0,1.0,80.0,80.0,278.0,730.0,50.0,350.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3824,390.0,60.0,546.3375,74.5,138.6,355.0,726.3,74.5,621.6153,40.0,40.0,36.35,50.75,46.35,26.0,15.0,9.0,43.8,178.9,15.0,330.0,350.0,16.0,18.0,0.0,0.0,120.0,3.965438939517281,2.458152801392168,4.107308615435881,2.6640832783037127,0.3784243094351087,1.3223200732999565,8.60745938096268,674.0,52.0,674.0,52.0,1.0,68.0,45.0,682.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,255.0,2.0,1.0,60.0,80.0,278.0,819.0,34.9,300.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
374,435.0,73.0,582.3819,72.0,120.0,45.0,518.2,73.5,645.5967,52.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,35.4,48.4,50.7,330.0,350.0,16.0,18.0,0.0,0.0,135.0,4.884033071889963,6.391216248262963,1.9416313866543806,2.415487214917335,1.237771750363951,2.443896835941638,0.9415775939814593,704.0,82.0,704.0,82.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,689.0,34.9,300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1803,410.0,70.0,533.6604,72.0,112.1,45.0,534.1,74.0,608.01154,45.0,40.0,25.4,36.5,23.35,13.0,15.0,9.0,27.1,44.1,34.3,330.0,300.0,16.0,18.0,0.0,0.0,130.0,4.171610414003167,5.421976235531869,3.596719820365518,1.5025292166297823,3.029072948709246,1.4705302245006004,2.576477716417653,668.0,46.0,668.0,46.0,0.0,68.0,31.8,692.0,28.6,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,278.0,718.0,28.6,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2543,415.16,65.0,581.6786,73.0,150.0,70.0,612.9,71.40178,643.6946,50.0,46.0,28.6,36.5,30.0,12.5,15.0,9.0,36.8,35.5,65.1,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.062644989624711,1.554568374321622,4.635603759238209,0.7354077758990643,1.330330398963015,1.0414643345470398,0.47873369028276824,674.0,52.0,674.0,52.0,0.0,84.0,46.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,0.0,1.0,1.0,80.0,80.0,275.0,805.8,60.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2834,419.6,70.0,546.8689,73.0,110.0,15.5,535.4,73.0,622.91534,45.0,47.8,28.6,36.5,23.35,10.8,15.0,9.5,24.9,15.4,41.5,330.0,388.0,7.0,10.8,1.0,1.0,136.0,2.875923890761277,1.0141603014329006,0.8643036476427267,0.5304672757479928,0.735200045633343,3.9704637892578547,1.639907121401818,674.0,52.0,674.0,52.0,0.0,68.0,35.8,692.0,31.8,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,51.0,51.0,51.0,1.0,1.0,80.0,80.0,275.0,702.0,28.6,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2133,412.0,71.0,640.14484,72.5,192.3,50.0,635.0,73.0,649.18304,50.0,40.0,27.0,36.5,23.35,13.0,15.0,9.0,33.0,30.0,41.4,330.0,300.0,16.0,18.0,0.0,0.0,120.0,13.853437998574648,4.000475556164359,14.808702393463246,1.7068089974593035,9.644826554397813,1.3036544857207806,3.383728845258755,674.0,52.0,674.0,52.0,0.0,68.0,36.0,692.0,32.0,0.0,1.0,1.0,1.0,1.0,9.0,1.0,0.0,255.0,102.0,0.0,1.0,1.0,80.0,80.0,278.0,812.0,35.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3850,430.0,67.5,609.35016,73.5,145.0,60.0,555.0,72.0,659.4584,47.0,40.0,30.3,36.5,21.0,14.5,15.0,9.0,28.2,50.9,52.9,330.0,350.0,16.0,18.0,1.0,1.0,142.0,1.7098862275516657,6.695433904781426,11.570468091283804,7.112053525179632,3.360639751414852,2.693773061669714,1.565521619581215,689.0,67.0,689.0,67.0,0.0,68.0,50.0,692.0,28.6,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,239.0,240.0,242.0,1.0,1.0,80.0,80.0,290.0,759.0,38.0,330.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1835,365.0,40.0,553.44257,77.0,148.4,150.0,666.0,77.0,617.72003,21.0,40.0,27.0,35.0,21.5,11.8,15.0,9.0,23.3,131.0,35.8,330.0,350.0,16.0,18.0,0.0,0.0,130.0,2.790481964197866,7.666735746974145,4.840502912955707,6.174619509755034,8.64711753009779,3.2129169745346124,3.5892699967055552,674.0,42.0,674.0,42.0,0.0,68.0,31.8,692.0,31.7,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,204.0,1.0,1.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
999,317.96,0.0,409.28882,71.5,111.2,45.0,430.0,72.0,597.25366,20.0,40.0,28.6,36.5,23.35,16.5,15.0,9.0,33.5,46.4,44.0,330.0,300.0,16.0,18.0,0.0,0.0,120.0,2.500203469315688,2.8948566933563686,2.1298146685063015,1.6882673032785556,5.232007301205923,5.396325971196441,2.912065225416544,473.0,50.0,473.0,50.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,204.0,204.0,0.0,1.0,1.0,80.0,80.0,278.0,718.0,35.0,400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
886,405.0,70.0,609.1243,73.0,170.0,210.0,730.0,73.5,656.1037,45.0,40.0,30.2,36.5,23.35,13.0,15.0,9.0,32.7,204.3,49.1,330.0,300.0,16.0,18.0,0.0,0.0,130.0,6.063203869464342,3.338841096055445,32.05029769847856,23.409284138947125,6.9319762625640315,8.464266131803653,9.711166875526517,680.0,121.0,680.0,121.0,0.0,68.0,45.0,692.0,35.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,278.0,800.0,38.0,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
741,378.83,0.0,483.44235,72.0,105.0,45.0,314.8,72.5,594.14044,45.0,40.0,28.6,41.5,23.35,13.0,15.0,9.0,26.3,34.8,53.1,330.0,300.0,16.0,18.0,0.0,0.0,135.0,28.215160418336882,1.2712085258818753,1.6754285798840163,15.564606581105258,7.060442918767393,4.293876377917367,1.8582074213615076,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,102.0,255.0,102.0,1.0,1.0,80.0,80.0,278.0,400.0,34.9,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,420.0,29.3,589.4867,70.0,166.4,25.0,490.0,74.0,680.9869,60.0,38.1,25.4,34.0,20.0,13.425,5.0,30.0,28.0,20.0,150.0,330.0,350.0,16.0,18.0,0.0,0.0,130.0,20.603053090488395,4.313256862960214,2.6334594827550286,0.7607724744459384,1.796880656231923,6.390395581319929,1.2226507906289226,698.5,114.5,698.5,114.5,0.0,68.0,31.8,692.0,31.8,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,255.0,102.0,1.0,1.0,80.0,80.0,278.0,810.0,25.4,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
381,405.0,70.0,594.5028,73.5,145.0,45.0,338.9,75.5,654.05786,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,23.4,58.9,55.1,330.0,350.0,16.0,18.0,0.0,0.0,135.0,1.2170575321694026,1.2406382907762872,1.5719961871409283,1.9250028808254065,4.344192220466541,1.6744935650411332,1.0399953801768815,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,1.0,80.0,80.0,278.0,425.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4276,515.0,50.0,590.1051,68.0,131.0,10.0,560.0,69.0,671.25604,80.0,46.3,28.6,36.5,20.9,13.55,14.0,7.0,30.8,15.5,34.5,330.0,350.0,15.0,15.0,1.0,1.0,120.0,3.968570369280394,2.007701601724135,3.6337451986517144,3.3542860029792254,2.4812442092463804,2.2818786877653796,1.501089059661682,725.0,90.0,725.0,90.0,0.0,90.0,31.4,692.0,28.6,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,295.0,720.0,28.6,250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2990,380.0,1.481822,478.66205,73.99726,117.1,45.0,284.0,72.39726,596.6221,29.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,49.2,41.6,46.1,330.0,350.0,16.0,18.0,1.0,1.0,135.0,2.66939508902152,0.3960397313131103,0.8120217101464141,0.7993466993725499,0.7385276698495137,0.3712407085469826,0.5429043291546605,603.0,96.0,603.0,96.0,0.0,73.0,50.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,204.0,204.0,1.0,1.0,80.0,80.0,210.0,369.6,38.1,180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3915,445.0,50.0,481.8746,65.5,64.3,45.0,504.9,75.0,689.66376,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,30.9,64.9,47.2,330.0,350.0,16.0,18.0,1.0,1.0,170.0,1.0962478254358843,0.42303113242477564,0.35247764341720134,1.1077152354526782,0.8721878147217519,0.7142580694389473,0.0998817716014278,740.0,118.0,740.0,118.0,0.0,100.0,48.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,255.0,204.0,1.0,1.0,80.0,80.0,298.0,724.0,34.9,330.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
436,390.0,-10.0,488.37396,72.0,130.7,65.0,291.9,72.0,614.8068,45.0,40.0,29.6,37.0,25.35,13.0,15.0,9.0,35.1,65.9,38.5,330.0,350.0,16.0,18.0,0.0,0.0,120.0,6.607207293338673,0.6716259468727206,3.6413988755507707,0.4948276460290165,2.309555251398255,0.7972415776137849,0.9612968130076667,694.0,112.0,694.0,112.0,0.0,68.0,45.0,692.0,34.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,102.0,102.0,1.0,1.0,80.0,80.0,260.0,395.0,34.9,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1371,400.0,70.0,580.3798,73.0,145.0,45.0,546.8,74.0,663.0061,0.0,40.0,27.7,35.0,23.35,13.0,15.0,9.0,34.7,11.8,42.7,330.0,300.0,16.0,18.0,0.0,0.0,130.0,4.677983480844504,3.3870357267416753,9.10510786279756,6.177233726339302,9.53533426602147,7.867640055185646,5.003287232544734,674.0,52.0,674.0,52.0,0.0,68.0,35.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,153.0,153.0,1.0,1.0,80.0,80.0,278.0,718.0,34.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3150,420.0,70.0,641.06494,73.0,151.0,100.0,540.0,72.5,668.1349,45.0,40.0,39.75,50.0,28.5,13.0,15.0,9.0,30.6,40.0,55.8,330.0,350.0,16.0,18.0,0.0,0.0,130.0,0.44160951537973087,0.14547883233787762,1.4752205178650406,0.15709048323591432,0.47399598312248725,0.5688958410423854,0.26650706149663667,676.0,54.0,676.0,54.0,0.0,68.0,55.0,692.0,50.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,0.0,255.0,255.0,255.0,1.0,1.0,80.0,80.0,210.0,709.0,34.9,310.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3755,330.0,-30.0,425.5129,74.0,143.0,65.0,410.0,75.0,532.196,40.0,45.5,42.0,36.5,20.3,13.2,18.0,13.5,77.0,317.0,63.0,330.0,260.0,16.0,18.0,1.0,1.0,109.0,0.4609082375061111,0.571532581990554,0.777826638883751,3.149516470085403,0.5760388654916899,0.88459596494371,1.0098855776530542,498.0,92.0,498.0,92.0,0.0,79.5,34.25,692.0,30.4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,204.0,204.0,0.0,1.0,1.0,80.0,80.0,210.0,700.0,34.9,500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1388,495.0,70.0,603.40607,80.0,145.0,45.0,634.9,63.5,689.48334,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,44.9,34.9,54.2,330.0,300.0,16.0,18.0,0.0,0.0,120.0,1.878412345752284,0.6457836909765903,0.5515520069833156,1.6346660766540297,0.8829868164961201,0.6161903041350099,0.3994952631769516,674.0,52.0,674.0,52.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0,153.0,1.0,2.0,80.0,80.0,278.0,718.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1605,425.0,70.0,607.29553,72.0,160.0,45.0,469.2,74.0,646.6628,50.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,34.1,49.2,48.9,330.0,350.0,16.0,18.0,0.0,1.0,130.0,2.712278718908521,0.46976562142834494,0.5420140592495659,3.014644023364284,3.808103626815932,2.4005778574024728,0.73496050534415,700.0,78.0,700.0,78.0,0.0,68.0,45.0,692.0,31.8,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,51.0,0.0,1.0,1.0,80.0,80.0,278.0,640.0,34.9,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1149,405.0,70.0,589.9982,73.0,145.0,45.0,514.4,74.0,651.84326,45.0,40.0,28.6,36.5,23.35,13.0,15.0,9.0,36.5,48.4,59.9,330.0,300.0,16.0,18.0,0.0,0.0,135.0,6.740380274191827,1.8822924848747355,1.137916710116285,5.748436369511914,2.399834502533907,1.1356915161723447,0.990941771595605,592.0,85.0,592.0,85.0,0.0,68.0,45.0,692.0,31.8,0.0,0.0,1.0,1.0,1.0,8.0,2.0,1.0,204.0,204.0,255.0,1.0,1.0,80.0,80.0,278.0,600.0,34.9,180.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
